あ
ああ<副>            那么;那样
しょうれい[奨励(する/他)] 奖励;鼓励
しょうわ[昭和]   昭和(日本年号1926-1989年)
じょおう[女王]      女王
じょがい[除外(する/他)] 除外;免除
しょきゅう[初級]    初级
しょくいん[職員]    职员
しょくぎょう[職業]  职业
しょくじ[食事]      餐;吃饭;进餐
しょくたく[食卓]    饭桌;餐桌
しょくどう[食堂]    食堂;饭馆;饭厅
しょくにん[職人]    工匠;手艺人
しょくば[職場]      工作单位;车间
しょくひ[食費]      饭钱;伙食费
しょくひん[食品]    食品
しょくぶつ[植物]    植物
しょくぶつえん[植物園] 植物园
しょくもつ[食物]    食物;食品
しょくよく[食欲]    食欲;胃口
しょくりょう[食料]  食物;食品
じょこう[徐行(する/自)] 慢行;徐行
しょこく[諸国]      诸国;各国
しょさい[書斎]      书房;书斋
じょし[女子]        女孩子;女儿;姑娘
じょしゅ[助手]      助手;(大学的)助教
じょせい[女性]      妇女;女的
しょち[処置(する/他)] 处理;治疗
しょっき[食器]      餐具
ショック            冲击;打击
しょとく[所得]      所得;收入;收益
しょばつ[処罰(する/他)] 处罚;处分
しょぶん[処分(する/他)]处分;处理;处罚
しょほ[初歩]        初步;初学;入门
しょみん[庶民]      老百姓;平民
しょめい[署名(する/自)] 署名;签字
しょもつ[書物]      书籍;图书
しょゆう[所有(する/他)] 所有
じょゆう[女優]      女演员
しょり[処理(する/他)] 处理
しょるい[書類]      文件
しらせ[知らせ]      通知;消息
しらせる[知らせる/他] 通知;告诉;使???知道
しらべ[調べ]        调查;乐曲;音调
しらべる[調べる/他] 调查
しり[尻]            臀部;屁股
しりあい[知り合い]  熟人
シリーズ            一套;丛书;系列
しりつ[私立(の)]    私立
しりょう[資料]      资料
しる[汁]            汁液
しる[知る/他]       知道;懂得;理解
しるし[印]          记号;标识
しれる[知れる/自] 被???知道;发觉;判明
しろ[城]            城堡;领域;范围
しろい[白い]        白;白色;空白
しろうと     外行;业余爱好者;门瓦外汉
しわ                皱纹;皱折;折纹
しん[心]            内心;深处
しん[芯]            芯;核儿
しんがく[進学(する/自)] 升学
じんかく[人格]      人格;人品
しんかんせん[新幹線] (铁道)新干线
しんぐ[寝具]        寝具
しんけい[神経]      神经
しんけん[真剣(に)]  认真
しんこう[進行(する/他)] 进行
しんこう[信仰(する/他)] 信仰
しんごう[信号] 信号;暗号;(交通)红绿灯
じんこう[人口]      人口
じんこう[人工(の)]  人工;人造
しんこく[深刻(な)]  严重;严肃
しんこん[新婚(の)]  新婚
しんさつ[診察(する/他)] 诊察;看病
しんし[紳士]        绅士;君子
じんじ[人事]        人事;世事
しんしつ[寝室]      卧室;卧房
しんじつ[真実]      真实;实际
じんじゃ[神社]   神社(日本供神的庙宇)
じんしゅ[人種]      人种
しんしゅつ[進出(する/自)] 进入;向???发展
しんじる[信じる/他] 信;相信;确信;信赖
しんせい[神聖(な)]  神圣
じんせい[人生]      人生
しんせき[親戚]      亲属;亲戚
しんせつ[親切(な)]  亲切;热情;恳切
しんせん[新鮮(な)]  (食品)新鮮;(空气)清新
しんぞう[心臓]      心脏;中心
しんたい[身体]      身体
しんだい[寝台]      床铺;卧铺;床位
しんだん[診断(する/他)] 诊断
しんちく[新築(の)]  新建
しんちょう[身長]    身长;身高
しんちょう[慎重(に)] 慎重;小心谨慎
しんとう[神道]   (日本固有的宗教)神道
しんどう[振動(する/自)] 振动;摆动
しんねん[新年]      新年;正月
しんぱい[心配(する/他)] 担心;惦记
しんぴ[神秘]        神秘;奥秘
じんぶつ[人物]      人物;人材;人品
しんぶん[新聞]      报纸
しんぶんしゃ[新聞社] 报社;报馆
しんぽ[進歩(する/自)] 进步;长进
しんぼう(する/自)   忍耐;忍受
じんみん[人民]      人民
しんゆう[親友]      好朋友;老朋友
しんよう[信用(する/他)]相信;信任;信用
しんらい[信頼(する/他)] 信赖;相信
しんり[真理]        真理;道理 
しんりゃく[侵略(する/他)] 侵略
しんりん[森林]      森林
しんるい[親類]      亲属;亲戚
じんるい[人類]      人类

す
す[酢]              醋
す[巣]              窝;巢
ず[図]              图;图表;地图
すいえい[水泳]      游泳
すいか[西瓜]        西瓜
すいじ[炊事]        炊事
すいじゅん[水準]    水平;水准
すいせん[推薦(する/他)]  推荐;(学校)保送
すいちょく[垂直(な)] 垂直
スイッチ            开关
すいどう[水道]      自来水
ずいひつ[随筆]      随笔;漫笔
すいぶん[水分]      水分
ずいぶん[随分]      相当;非常;很
すいへい[水平(の)]  水平;平衡
すいみん[睡眠]      睡眠
すいめん[水面]      水面
すいよう[水曜]      星期三
すいり[推理(する/他)] 推理;推想
すう[数]            数目;数量
すう[吸う/他]       吸;吮;嘬;啜
すうがく[数学]      数学
すうじ[数字]        数字
ずうずうしい        厚脸皮;厚颜无耻
スーツ              (一套)西装
スーパー            超级市场;自选商场
すうはい[崇拝(する/他)] 崇拜
スープ              汤
すえ[末]            末了;末尾
スカート            裙子
すがた[姿]        姿态;风采;身影;形象
すき                缝隙;空隙
すき[好き(な)]      喜欢;喜爱
すぎ[杉]            杉树
スキー              滑雪;滑雪板
すきとおる[透き通る/自] 透明;清澈
すきま[すき間]      缝;缝隙
すきやき[すき焼き]  日式牛肉火锅
すぎる[過ぎる/自]   经过;超过;过分
すく[空く/自]       有空隙;稀疏
すぐ                立刻;马上
すくい[救い]        救援
すくう/他           掬取;捞取
すくう[救う/他]     拯救;救济;挽救
すくない[少ない]    少;不够
すくなくとも[少なくとも] 至少;最低
すぐれた            出色;优秀;卓越
スケート            滑冰;冰鞋
すごい             了不起;好极了;厉害
すこし[少し]        一点;些;稍微
すこしも[少しも]一点也不??;丝毫也不??
すごす[過ごす/他]   过;度过;过活
すし[寿司]          寿司(日式酸饭团)
すじ[筋]       筋;血管;血统;条理;情节
すず[鈴]            铃铛
すずしい[涼しい]    凉快;凉爽
すすむ[進む/自]     前进;先进
すずめ              麻雀
すすめる[勧める/他] 劝
すすめる[進める/他] 使前进;推进;开展
すそ                下摆;裤脚;山脚
スター              明星;主角
スタイル            姿势;文体;样式;型
ずつう[頭痛]        头痛
すっかり            完全;全都;已经
すっきり            舒畅;轻松
ずっと    (用于比较)???的多;一直;始终
すっぱい            酸
すてき(な)          极好;洗练
すでに              已经;业已
すてる[捨てる/他]   丢掉;扔;抛弃
ステレオ            立体声
ストーブ            火炉;暖炉
ストライキ          罢工;罢市;罢课
すな[砂]            沙子
すなお[素直(な)]    纯朴 
すなわち            也就是说;即是
すばらしい          极好;漂亮
スピード            迅速;速度
スプーン            匙子;调羹
すべて              全部;一切
すべる[滑る/自]     滑倒;不及格
スポーツ            体育运动
ズボン              裤子;西裤
スマート(な)        漂亮;苗条
すまい[住まい]      居住;住所
すます[済ます/他]   弄完;结束
すみ[隅]            角落;旮旯儿
すみ[墨]            墨汁
すみません<感>      对不起;抱歉;劳驾
すむ[済む/自]       结束;了结
すむ[住む/自]       居住;栖息;生存
すむ[澄む/自]       清澈;清晰悦耳
すもう[相撲]        相朴;角力;摔跤
すらすら(と)     流利地;顺利地;痛快地
すり                扒手;小偷
スリッパ            拖鞋
する/自他           做;搞;干;办;当
する[刷る/他]       印;印刷
する[擦る/他]       擦;摩擦;研;磨
ずるい              狡猾;不讲理
すると              于是;那么
するどい[鋭い]      尖锐;锋利
ずれる/自           离开;错离;背离
すわる[座る/自]     坐;跪坐
すんぽう[寸法]      尺寸;大小

せ
せ[背]              脊背;背景;身高
せい[性]            性别
せい[背]            身高;身材;个子
せい[姓]            姓;姓氏
ぜい[税]            税
せいかく[性格]      性格;性质;特性
せいかく[正確(に)]  正确;准确
せいかつ[生活(する/自)] 生活;生计
ぜいかん[税関]      海关
せいき[世紀]        世纪;时代
せいぎ[正義]        正义
せいきゅう[請求(する/他)] 索求;要求
ぜいきん[税金]      税款;捐税
せいけつ[清潔(な)]  清洁;干净
せいげん[制限(する/他)] 限制
せいこう[成功(する/他)] 成功;成就;功成名就
せいさく[政策]      政策
せいさく[製作(する/他)] 制作;制造
せいさん[生産(する/他)] 生产
せいし[生死]        生死;死活
せいじ[政治]        政治
せいじか[政治家]    政治家
せいしき[正式(に)]  正式;正规
せいしつ[性質]    性质;特性;性格;脾气
せいじつ[誠実(な)]  诚实;真诚
せいしゅん[青春]    青春
せいしょ[清書(する/他)] 抄写清楚;誊写
せいじょう[正常(な)] 正常的
せいしん[精神]      精神;心神
せいじん[成人]      成人;大人
せいぜい[精精]      尽量;充其量
せいせき[成績]      成绩
せいぞう[製造(する/他)] 制造;生产
せいぞん[生存(する/自)] 生存
ぜいたく            奢侈;过分讲究
せいちょう[成長(する/自)] 成长;发育
せいてん[晴天]      晴天
せいと[生徒]        学生
せいど[制度]        制度;规定
せいとう[政党]      政党
せいとう[正当(な)]正当;合理;合法;公正
せいとん[整頓(する/他)] 整顿;收拾
せいねん[成年]      成年
せいねん[青年]      青年;年轻人
せいねんがっぴ[生年月日] 出生年月日
せいのう[性能]      性能
せいび[整備(する/他)] 整备
せいひん[製品]      制品;产品
せいふ[政府]        政府
せいぶつ[生物]      生物
せいぶん[成分]      成分
せいほうけい[正方形] 正方形
